timestamp,startfloor,endfloor
2002-12-30T02:16:33.094827,1,6
2002-12-30T02:17:26.095441,8,8
2002-12-30T02:19:56.097177,3,6
2002-12-30T02:20:17.097420,5,8
2002-12-30T02:21:24.098196,2,9
2002-12-30T02:21:28.098242,5,6
2002-12-30T02:21:36.098334,1,3
2002-12-30T02:28:53.103392,2,8
2002-12-30T02:29:40.103936,3,1
2002-12-30T02:30:08.104260,5,8
2002-12-30T02:33:38.106691,9,1
2002-12-30T02:33:40.106714,6,7
2002-12-30T02:38:11.109851,2,6
2002-12-30T02:39:25.110707,1,8
2002-12-30T02:42:18.112710,0,2
2002-12-30T02:43:50.113774,3,7
2002-12-30T02:44:59.114573,7,4
2002-12-30T02:47:15.116147,0,3
2002-12-30T02:49:39.117814,4,2
2002-12-30T02:49:40.117825,1,9
2002-12-30T02:53:16.120325,1,8
2002-12-30T02:53:29.120476,7,0
2002-12-30T02:53:44.120650,1,8
2002-12-30T02:54:52.121437,2,2
2002-12-30T02:55:20.121761,4,8
2002-12-30T03:04:12.127918,7,7
2002-12-30T03:05:56.129122,0,7
2002-12-30T03:06:02.129191,6,5
2002-12-30T03:09:08.131344,0,7
2002-12-30T03:12:19.133555,5,6
2002-12-30T03:14:49.135291,3,5
2002-12-30T03:15:09.135522,1,1
2002-12-30T03:16:01.136124,0,6
2002-12-30T03:16:09.136217,8,0
2002-12-30T03:16:46.136645,9,7
2002-12-30T03:17:23.137073,3,1
2002-12-30T03:18:56.138150,2,0
2002-12-30T03:19:53.138809,0,5
2002-12-30T03:21:47.140129,1,5
2002-12-30T03:22:16.140465,5,8
2002-12-30T03:30:32.146205,4,1
2002-12-30T03:33:17.148115,3,9
2002-12-30T03:34:05.148671,0,6
2002-12-30T03:35:28.149631,6,4
2002-12-30T03:36:15.150175,8,2
2002-12-30T03:37:31.151055,4,0
2002-12-30T03:38:04.151437,6,2
2002-12-30T03:38:06.151460,0,2
2002-12-30T03:41:37.153902,9,6
2002-12-30T03:41:47.154018,2,3
2002-12-30T03:43:40.155326,6,9
2002-12-30T03:47:03.157675,7,9
2002-12-30T03:50:19.159944,6,6
2002-12-30T03:54:05.162560,8,8
2002-12-30T03:54:33.162884,8,4
2002-12-30T03:59:39.166426,8,3
2002-12-30T04:01:20.167595,6,7
2002-12-30T04:03:09.168856,7,6
2002-12-30T04:06:06.170905,3,0
2002-12-30T04:08:07.172305,3,9
2002-12-30T04:10:33.173995,8,9
2002-12-30T04:12:03.175037,1,2
2002-12-30T04:15:18.177294,7,6
2002-12-30T04:18:00.179169,7,4
2002-12-30T04:18:46.179701,8,7
2002-12-30T04:18:46.179701,5,4
2002-12-30T04:21:49.181819,1,8
2002-12-30T04:22:20.182178,2,5
2002-12-30T04:23:09.182745,6,6
2002-12-30T04:24:40.183798,0,9
2002-12-30T04:26:41.185199,9,1
2002-12-30T04:26:42.185210,7,9
2002-12-30T04:27:27.185731,8,5
2002-12-30T04:29:26.187109,2,4
2002-12-30T04:33:20.189817,7,0
2002-12-30T04:34:10.190396,9,3
2002-12-30T04:34:40.190743,5,8
2002-12-30T04:38:32.193428,5,1
2002-12-30T04:40:24.194724,7,6
2002-12-30T04:41:34.195535,8,9
2002-12-30T04:41:35.195546,2,1
2002-12-30T04:42:28.196160,4,3
2002-12-30T04:43:01.196542,0,3
2002-12-30T04:45:40.198382,2,3
2002-12-30T04:49:55.201333,4,7
2002-12-30T04:55:04.204910,1,8
2002-12-30T05:05:13.211958,7,8
2002-12-30T05:05:54.212433,0,1
2002-12-30T05:10:15.215454,9,2
2002-12-30T05:14:40.218521,1,9
2002-12-30T05:18:37.221264,7,4
2002-12-30T05:23:08.224401,3,0
2002-12-30T05:27:50.227665,1,4
2002-12-30T05:30:10.229285,6,7
2002-12-30T05:41:25.237098,3,9
2002-12-30T05:57:06.247989,8,4
2002-12-30T05:57:54.248545,6,1
2002-12-30T06:00:22.250258,8,5
2002-12-30T06:06:50.254748,9,0
2002-12-30T06:15:58.261091,8,4
2002-12-30T06:20:08.263985,2,2
2002-12-30T06:23:19.266195,4,6
2002-12-30T06:33:32.273290,1,9
2002-12-30T06:34:27.273927,1,1
2002-12-30T06:35:16.274494,4,1
2002-12-30T06:37:52.276299,1,4
2002-12-30T06:40:22.278036,6,2
2002-12-30T06:41:41.278950,2,9
2002-12-30T06:42:32.279540,6,1
2002-12-30T06:45:35.281658,0,7
2002-12-30T06:58:35.290686,5,2
2002-12-30T07:00:10.291786,1,6
2002-12-30T07:08:46.297758,4,5
2002-12-30T07:08:50.297804,4,9
2002-12-30T07:09:54.298545,7,0
2002-12-30T07:13:01.300709,6,8
2002-12-30T07:13:59.301381,7,2
2002-12-30T07:14:42.301878,0,5
2002-12-30T07:16:26.303082,4,0
2002-12-30T07:25:11.309159,5,7
2002-12-30T07:25:22.309286,2,8
2002-12-30T07:26:47.310270,7,4
2002-12-30T07:27:14.310582,9,2
2002-12-30T07:27:22.310675,9,6
2002-12-30T07:29:53.312423,7,3
2002-12-30T07:34:50.315860,4,3
2002-12-30T07:36:34.317064,1,3
2002-12-30T07:40:09.319552,8,3
2002-12-30T07:45:36.323337,9,9
2002-12-30T07:47:24.324587,3,9
2002-12-30T07:51:42.327573,8,8
2002-12-30T07:54:34.329564,3,3
2002-12-30T07:54:49.329738,3,7
2002-12-30T07:54:59.329853,3,6
2002-12-30T08:01:23.334298,7,0
2002-12-30T08:03:19.335640,8,4
2002-12-30T08:04:06.336184,2,1
2002-12-30T08:07:17.338395,7,1
2002-12-30T08:07:38.338638,1,8
2002-12-30T08:10:39.340733,0,3
2002-12-30T08:12:31.342029,2,8
2002-12-30T08:14:01.343071,3,2
2002-12-30T08:22:48.349171,3,8
2002-12-30T08:23:37.349738,9,3
2002-12-30T08:23:44.349819,5,5
2002-12-30T08:27:28.352411,7,8
2002-12-30T08:28:09.352886,0,7
2002-12-30T08:30:34.354564,3,9
2002-12-30T08:32:45.356081,0,7
2002-12-30T08:37:06.359101,6,2
2002-12-30T08:37:33.359414,6,3
2002-12-30T08:40:21.361358,1,0
2002-12-30T08:41:24.362088,3,9
2002-12-30T08:42:17.362701,4,0
2002-12-30T08:43:32.363569,6,3
2002-12-30T08:44:20.364125,6,0
2002-12-30T08:45:51.365178,8,7
2002-12-30T08:49:14.367527,4,2
2002-12-30T08:51:20.368986,6,7
2002-12-30T08:53:02.370166,6,3
2002-12-30T08:54:40.371301,8,3
2002-12-30T08:55:36.371949,3,8
2002-12-30T08:57:32.373291,0,8
2002-12-30T09:00:09.375109,4,6
2002-12-30T09:02:08.376486,2,2
2002-12-30T09:03:41.377562,6,9
2002-12-30T09:04:01.377794,4,1
2002-12-30T09:04:02.377805,6,3
2002-12-30T09:06:06.379241,1,1
2002-12-30T09:06:17.379368,1,5
2002-12-30T09:07:03.379900,3,9
2002-12-30T09:07:23.380132,7,9
2002-12-30T09:07:43.380363,2,5
2002-12-30T09:10:10.382065,4,5
2002-12-30T09:16:37.386544,7,1
2002-12-30T09:18:19.387724,7,1
2002-12-30T09:22:09.390386,8,6
2002-12-30T09:22:18.390491,8,9
2002-12-30T09:22:24.390560,1,0
2002-12-30T09:23:03.391011,8,8
2002-12-30T09:23:27.391289,4,4
2002-12-30T09:24:17.391868,6,1
2002-12-30T09:24:19.391891,0,5
2002-12-30T09:25:30.392713,3,0
2002-12-30T09:25:54.392991,4,3
2002-12-30T09:26:15.393234,3,4
2002-12-30T09:26:37.393488,4,4
2002-12-30T09:28:01.394461,0,1
2002-12-30T09:28:15.394623,1,6
2002-12-30T09:29:00.395143,7,3
2002-12-30T09:31:05.396590,2,7
2002-12-30T09:31:59.397215,6,0
2002-12-30T09:33:51.398512,3,0
2002-12-30T09:34:36.399032,1,7
2002-12-30T09:35:24.399588,8,8
2002-12-30T09:36:32.400375,9,3
2002-12-30T09:37:44.401208,4,2
2002-12-30T09:39:17.402285,2,2
2002-12-30T09:40:39.403234,9,9
2002-12-30T09:42:59.404854,7,0
2002-12-30T09:43:31.405225,4,8
2002-12-30T09:46:07.407030,6,9
2002-12-30T09:46:43.407447,5,3
2002-12-30T09:48:43.408836,9,4
2002-12-30T09:52:51.411706,6,8
2002-12-30T09:53:14.411972,3,9
2002-12-30T09:55:09.413303,9,0
2002-12-30T09:55:36.413616,9,8
2002-12-30T09:56:20.414125,5,8
2002-12-30T09:59:29.416313,0,9
2002-12-30T10:00:13.416822,6,2
2002-12-30T10:02:01.418072,4,5
2002-12-30T10:03:15.418928,3,8
2002-12-30T10:04:44.419959,3,8
2002-12-30T10:05:31.420503,2,9
2002-12-30T10:06:16.421023,6,8
2002-12-30T10:06:30.421185,8,0
2002-12-30T10:09:24.423199,2,7
2002-12-30T10:11:38.424750,2,2
2002-12-30T10:11:39.424762,8,7
2002-12-30T10:13:37.426128,5,3
2002-12-30T10:15:25.427378,3,3
2002-12-30T10:16:25.428072,1,5
2002-12-30T10:17:10.428593,2,0
2002-12-30T10:18:26.429473,8,2
2002-12-30T10:22:44.432459,4,4
2002-12-30T10:25:14.434195,7,3
2002-12-30T10:29:42.437297,0,7
2002-12-30T10:30:34.437899,2,6
2002-12-30T10:31:33.438581,3,3
2002-12-30T10:31:43.438697,7,7
2002-12-30T10:32:10.439010,1,3
2002-12-30T10:32:37.439322,7,1
2002-12-30T10:33:26.439889,0,2
2002-12-30T10:33:38.440028,2,0
2002-12-30T10:34:03.440318,8,0
2002-12-30T10:34:17.440480,6,4
2002-12-30T10:35:15.441151,4,3
2002-12-30T10:35:41.441452,0,0
2002-12-30T10:35:48.441533,1,8
2002-12-30T10:35:50.441556,2,4
2002-12-30T10:36:00.441672,3,5
2002-12-30T10:36:21.441915,2,1
2002-12-30T10:39:33.444137,7,7
2002-12-30T10:40:04.444496,7,2
2002-12-30T10:40:15.444623,7,1
2002-12-30T10:41:26.445445,6,1
2002-12-30T10:41:46.445676,3,5
2002-12-30T10:42:02.445862,1,0
2002-12-30T10:43:58.447204,3,2
2002-12-30T10:44:06.447297,0,9
2002-12-30T10:45:00.447922,5,7
2002-12-30T10:45:30.448269,0,1
2002-12-30T10:45:39.448373,9,2
2002-12-30T10:46:15.448790,2,1
2002-12-30T10:46:35.449021,6,0
2002-12-30T10:46:41.449091,7,8
2002-12-30T10:49:08.450792,7,7
2002-12-30T10:49:39.451151,4,8
2002-12-30T10:51:26.452389,7,5
2002-12-30T10:51:35.452494,5,4
2002-12-30T10:53:42.453964,0,7
2002-12-30T10:54:52.454774,9,5
2002-12-30T10:56:41.456035,4,0
2002-12-30T10:56:57.456221,3,5
2002-12-30T10:59:55.458281,6,5
2002-12-30T11:01:21.459276,3,0
2002-12-30T11:01:40.459496,6,4
2002-12-30T11:01:44.459542,5,5
2002-12-30T11:02:16.459913,3,7
2002-12-30T11:03:15.460596,7,4
2002-12-30T11:03:47.460966,9,7
2002-12-30T11:03:49.460989,9,8
2002-12-30T11:07:37.463628,1,3
2002-12-30T11:08:04.463941,1,3
2002-12-30T11:10:06.465353,2,1
2002-12-30T11:12:16.466857,3,4
2002-12-30T11:12:35.467077,0,7
2002-12-30T11:12:56.467320,7,8
2002-12-30T11:16:17.469647,7,2
2002-12-30T11:16:20.469681,1,3
2002-12-30T11:20:00.472228,1,4
2002-12-30T11:20:05.472286,5,5
2002-12-30T11:20:27.472540,2,1
2002-12-30T11:20:43.472725,5,8
2002-12-30T11:21:00.472922,9,6
2002-12-30T11:21:47.473466,8,3
2002-12-30T11:21:49.473489,5,3
2002-12-30T11:22:00.473617,9,2
2002-12-30T11:22:07.473698,8,1
2002-12-30T11:23:54.474936,0,8
2002-12-30T11:24:16.475191,9,0
2002-12-30T11:24:38.475445,1,9
2002-12-30T11:25:00.475700,8,1
2002-12-30T11:26:09.476499,9,3
2002-12-30T11:26:44.476904,3,6
2002-12-30T11:27:11.477216,0,2
2002-12-30T11:27:45.477610,3,3
2002-12-30T11:28:17.477980,6,7
2002-12-30T11:28:43.478281,9,5
2002-12-30T11:28:50.478362,6,0
2002-12-30T11:29:13.478628,6,2
2002-12-30T11:29:57.479137,3,7
2002-12-30T11:30:04.479219,6,6
2002-12-30T11:31:01.479878,2,3
2002-12-30T11:32:06.480631,0,1
2002-12-30T11:32:23.480827,3,6
2002-12-30T11:32:36.480978,0,3
2002-12-30T11:32:50.481140,9,7
2002-12-30T11:33:40.481719,9,1
2002-12-30T11:35:29.482980,2,7
2002-12-30T11:35:35.483050,2,4
2002-12-30T11:36:06.483408,9,4
2002-12-30T11:39:48.485978,1,8
2002-12-30T11:40:07.486198,9,6
2002-12-30T11:40:08.486209,2,4
2002-12-30T11:41:17.487008,4,6
2002-12-30T11:43:13.488351,4,2
2002-12-30T11:44:08.488987,7,9
2002-12-30T11:44:29.489230,7,2
2002-12-30T11:44:40.489358,9,3
2002-12-30T11:45:41.490064,5,2
2002-12-30T11:45:56.490237,7,7
2002-12-30T11:46:59.490966,2,5
2002-12-30T11:49:20.492598,7,5
2002-12-30T11:49:58.493038,7,9
2002-12-30T11:52:51.495040,3,2
2002-12-30T11:54:26.496140,7,3
2002-12-30T11:57:24.498200,9,6
2002-12-30T11:57:51.498513,9,7
2002-12-30T11:58:36.499034,7,4
2002-12-30T12:02:15.501568,5,4
2002-12-30T12:03:53.502703,0,7
2002-12-30T12:06:55.504809,1,0
2002-12-30T12:08:03.505596,1,9
2002-12-30T12:09:00.506256,9,8
2002-12-30T12:11:42.508131,6,0
2002-12-30T12:11:53.508258,8,5
2002-12-30T12:11:57.508304,6,9
2002-12-30T12:13:10.509149,8,2
2002-12-30T12:13:32.509404,4,8
2002-12-30T12:14:11.509855,3,0
2002-12-30T12:19:10.513316,1,2
2002-12-30T12:20:32.514265,7,0
2002-12-30T12:21:13.514740,6,2
2002-12-30T12:21:36.515006,3,6
2002-12-30T12:25:29.517703,3,4
2002-12-30T12:26:38.518501,6,3
2002-12-30T12:29:30.520492,6,8
2002-12-30T12:32:09.522332,1,3
2002-12-30T12:32:38.522668,2,0
2002-12-30T12:33:49.523490,4,7
2002-12-30T12:34:17.523814,2,9
2002-12-30T12:35:00.524312,4,8
2002-12-30T12:36:09.525110,6,3
2002-12-30T12:40:41.528258,0,5
2002-12-30T12:40:41.528258,9,8
2002-12-30T12:41:19.528698,5,6
2002-12-30T12:41:49.529045,3,1
2002-12-30T12:44:47.531106,8,9
2002-12-30T12:44:53.531175,7,4
2002-12-30T12:45:24.531534,9,5
2002-12-30T12:45:31.531615,7,3
2002-12-30T12:46:56.532599,6,8
2002-12-30T12:47:08.532738,0,0
2002-12-30T12:48:14.533502,9,7
2002-12-30T12:48:35.533745,1,1
2002-12-30T12:48:44.533849,0,4
2002-12-30T12:49:19.534254,9,2
2002-12-30T12:53:15.536985,6,9
2002-12-30T12:53:45.537333,1,3
2002-12-30T12:54:34.537900,4,0
2002-12-30T12:55:22.538455,9,9
2002-12-30T12:55:37.538629,0,2
2002-12-30T12:55:38.538640,4,4
2002-12-30T12:56:00.538895,4,9
2002-12-30T12:56:25.539184,5,0
2002-12-30T12:56:34.539289,4,7
2002-12-30T12:57:27.539902,7,2
2002-12-30T12:58:32.540654,0,3
2002-12-30T12:59:00.540978,2,7
2002-12-30T12:59:34.541372,2,7
2002-12-30T13:00:13.541823,6,1
2002-12-30T13:02:25.543351,4,7
2002-12-30T13:03:49.544323,9,9
2002-12-30T13:04:37.544879,5,0
2002-12-30T13:04:50.545029,0,6
2002-12-30T13:05:00.545145,8,7
2002-12-30T13:05:50.545724,0,8
2002-12-30T13:07:47.547078,5,6
2002-12-30T13:08:07.547310,3,4
2002-12-30T13:08:19.547448,8,4
2002-12-30T13:09:01.547935,8,7
2002-12-30T13:09:14.548085,7,8
2002-12-30T13:09:51.548513,8,4
2002-12-30T13:11:15.549486,4,9
2002-12-30T13:12:03.550041,2,1
2002-12-30T13:12:08.550099,8,0
2002-12-30T13:12:40.550469,0,0
2002-12-30T13:14:09.551499,6,6
2002-12-30T13:14:53.552009,3,7
2002-12-30T13:15:04.552136,6,5
2002-12-30T13:16:44.553293,7,7
2002-12-30T13:17:38.553918,3,3
2002-12-30T13:18:37.554601,7,0
2002-12-30T13:19:20.555099,8,8
2002-12-30T13:19:44.555377,0,0
2002-12-30T13:23:29.557981,2,8
2002-12-30T13:24:23.558606,6,9
2002-12-30T13:25:58.559706,8,7
2002-12-30T13:26:20.559960,1,3
2002-12-30T13:26:22.559983,7,7
2002-12-30T13:29:36.562229,8,6
2002-12-30T13:31:10.563317,5,1
2002-12-30T13:32:00.563895,0,8
2002-12-30T13:32:06.563965,9,3
2002-12-30T13:32:36.564312,0,2
2002-12-30T13:32:58.564567,3,8
2002-12-30T13:33:12.564729,2,4
2002-12-30T13:33:32.564960,2,7
2002-12-30T13:33:46.565122,3,9
2002-12-30T13:36:53.567287,4,2
2002-12-30T13:39:51.569347,5,1
2002-12-30T13:39:53.569370,3,0
2002-12-30T13:40:37.569879,4,0
2002-12-30T13:40:39.569902,9,8
2002-12-30T13:40:59.570134,2,4
2002-12-30T13:45:35.573328,5,6
2002-12-30T13:47:23.574578,9,8
2002-12-30T13:49:43.576199,4,0
2002-12-30T13:51:22.577345,5,6
2002-12-30T13:54:02.579197,2,1
2002-12-30T13:59:32.583016,4,4
2002-12-30T13:59:44.583155,9,3
2002-12-30T14:00:45.583861,0,0
2002-12-30T14:02:35.585134,2,1
2002-12-30T14:03:17.585620,8,0
2002-12-30T14:04:43.586616,7,6
2002-12-30T14:04:53.586731,2,3
2002-12-30T14:06:00.587507,0,5
2002-12-30T14:06:10.587623,1,7
2002-12-30T14:07:14.588363,1,2
2002-12-30T14:11:11.591106,2,4
2002-12-30T14:11:56.591627,8,2
2002-12-30T14:14:39.593514,6,7
2002-12-30T14:14:56.593711,7,2
2002-12-30T14:15:59.594440,7,7
2002-12-30T14:17:09.595250,4,6
2002-12-30T14:17:30.595493,5,9
2002-12-30T14:18:15.596014,2,3
2002-12-30T14:20:09.597333,1,3
2002-12-30T14:21:06.597993,1,8
2002-12-30T14:21:21.598167,9,1
2002-12-30T14:22:04.598664,4,7
2002-12-30T14:22:41.599093,3,5
2002-12-30T14:28:08.602877,0,8
2002-12-30T14:28:25.603074,3,2
2002-12-30T14:29:04.603526,3,2
2002-12-30T14:29:36.603896,9,9
2002-12-30T14:30:17.604370,8,2
2002-12-30T14:30:39.604625,6,2
2002-12-30T14:31:15.605042,0,7
2002-12-30T14:31:34.605262,2,9
2002-12-30T14:34:53.607565,8,9
2002-12-30T14:34:55.607588,5,4
2002-12-30T14:39:40.610887,9,7
2002-12-30T14:40:21.611361,0,0
2002-12-30T14:41:43.612310,8,4
2002-12-30T14:42:05.612565,9,0
2002-12-30T14:42:47.613051,0,7
2002-12-30T14:43:28.613526,9,7
2002-12-30T14:43:31.613560,2,6
2002-12-30T14:47:48.616535,7,0
2002-12-30T14:58:00.623618,1,3
2002-12-30T14:59:01.624324,4,0
2002-12-30T14:59:25.624602,8,5
2002-12-30T15:02:09.626500,1,4
2002-12-30T15:02:25.626685,4,2
2002-12-30T15:03:43.627588,2,6
2002-12-30T15:05:26.628780,3,8
2002-12-30T15:06:07.629255,6,8
2002-12-30T15:07:30.630216,8,6
2002-12-30T15:08:58.631234,4,5
2002-12-30T15:10:38.632392,9,1
2002-12-30T15:14:16.634915,1,5
2002-12-30T15:15:32.635794,7,0
2002-12-30T15:19:22.638456,6,6
2002-12-30T15:22:23.640551,5,9
2002-12-30T15:22:46.640818,9,3
2002-12-30T15:23:18.641188,9,8
2002-12-30T15:24:15.641848,1,4
2002-12-30T15:24:41.642149,6,3
2002-12-30T15:24:49.642241,2,6
2002-12-30T15:25:10.642484,2,7
2002-12-30T15:28:56.645100,6,6
2002-12-30T15:29:43.645644,4,4
2002-12-30T15:30:08.645933,8,7
2002-12-30T15:31:58.647207,4,8
2002-12-30T15:33:52.648526,4,9
2002-12-30T15:33:55.648561,3,7
2002-12-30T15:35:34.649707,8,9
2002-12-30T15:36:11.650135,5,7
2002-12-30T15:36:51.650598,2,7
2002-12-30T15:42:20.654406,4,0
2002-12-30T15:43:25.655158,3,0
2002-12-30T15:49:54.659660,6,4
2002-12-30T15:56:07.663978,3,1
2002-12-30T15:56:18.664105,9,9
2002-12-30T15:57:51.665181,4,8
2002-12-30T16:00:16.666860,6,9
2002-12-30T16:05:52.670749,6,4
2002-12-30T16:07:05.671593,0,1
2002-12-30T16:07:59.672218,0,1
2002-12-30T16:09:58.673596,0,3
2002-12-30T16:11:20.674545,3,3
2002-12-30T16:14:25.676686,3,4
2002-12-30T16:15:59.677774,9,9
2002-12-30T16:16:49.678353,7,9
2002-12-30T16:18:14.679337,5,7
2002-12-30T16:21:53.681871,2,4
2002-12-30T16:21:59.681941,0,1
2002-12-30T16:28:36.686536,8,9
2002-12-30T16:28:40.686582,2,2
2002-12-30T16:31:31.688561,9,3
2002-12-30T16:45:54.698550,7,8
2002-12-30T16:49:20.700934,0,1
2002-12-30T16:51:31.702450,2,7
2002-12-30T16:53:46.704013,5,8
2002-12-30T16:53:59.704163,6,5
2002-12-30T16:58:12.707092,5,1
2002-12-30T17:01:59.709719,9,2
2002-12-30T17:02:02.709754,7,1
2002-12-30T17:08:20.714129,0,7
2002-12-30T17:08:34.714291,5,3
2002-12-30T17:08:56.714545,4,7
2002-12-30T17:10:42.715772,3,5
2002-12-30T17:11:27.716293,0,2
2002-12-30T17:17:23.720413,2,3
2002-12-30T17:18:02.720865,7,1
2002-12-30T17:36:08.733434,5,5
2002-12-30T17:39:34.735819,3,9
2002-12-30T18:03:56.752740,4,8
2002-12-30T18:07:39.755321,7,2
2002-12-30T18:16:25.761409,6,1
2002-12-30T18:33:04.772972,6,3
2002-12-30T18:34:44.774129,3,6
2002-12-30T18:36:38.775449,2,0
2002-12-30T18:40:41.778261,4,2
2002-12-30T18:41:26.778782,6,2
2002-12-30T18:41:30.778828,7,3
2002-12-30T18:49:33.784419,9,1
2002-12-30T18:50:54.785356,1,9
2002-12-30T18:56:07.788979,4,7
2002-12-30T18:56:58.789569,5,6
2002-12-30T18:57:54.790217,9,1
2002-12-30T18:58:33.790669,7,4
2002-12-30T18:58:58.790958,6,9
2002-12-30T18:59:36.791398,1,3
2002-12-30T19:02:24.793343,7,1
2002-12-30T19:23:39.808100,9,3
2002-12-30T19:23:40.808111,0,0
2002-12-30T19:23:50.808227,8,8
2002-12-30T19:25:10.809153,6,1
2002-12-30T19:27:48.810982,1,5
2002-12-30T19:29:32.812185,4,4
2002-12-30T19:34:46.815820,7,7
2002-12-30T19:36:07.816757,8,9
2002-12-30T19:39:22.819014,8,9
2002-12-30T19:42:39.821294,8,2
2002-12-30T19:44:59.822915,1,3
2002-12-30T19:47:03.824350,8,9
2002-12-30T19:50:55.827035,8,9
2002-12-30T19:56:00.830565,5,0
2002-12-30T20:00:04.833389,1,5
2002-12-30T20:01:18.834246,1,7
2002-12-30T20:05:58.837487,5,4
2002-12-30T20:06:34.837903,8,8
2002-12-30T20:07:58.838875,2,8
2002-12-30T20:11:08.841075,1,3
2002-12-30T20:11:08.841075,9,6
2002-12-30T20:11:08.841075,8,7
2002-12-30T20:11:14.841144,4,0
2002-12-30T20:14:28.843389,4,1
2002-12-30T20:16:47.844998,8,0
2002-12-30T20:18:03.845878,2,3
2002-12-30T20:21:43.848424,7,2
2002-12-30T20:23:06.849385,0,2
2002-12-30T20:24:35.850415,4,5
